experiment,model,accuracy,macro_precision,macro_recall,macro_f1
smote,Random Forest,0.9832777777777778,0.9619123377404017,0.9655734215114563,0.9637080263997878
smote,Decision Tree,0.9824047619047619,0.9475964621778693,0.963790438677688,0.9553352074836985
smote,Logistic Regression,0.7087460317460318,0.5893249122472327,0.7400717132860996,0.6223721999402859
