experiment,model,accuracy,macro_precision,macro_recall,macro_f1
baseline,Random Forest,0.9849761904761904,0.9679662988762141,0.9677355238686903,0.9678308431395505
baseline,Decision Tree,0.9815238095238096,0.939395546718299,0.9671194911314139,0.9523349552396944
baseline,Logistic Regression,0.8429523809523809,0.7058823671479413,0.8508828948452501,0.7435253680230837
